district,block,sr_no,gram_panchayat,ward_no,reservation,caste_reservation,woman_reserved,winner,father_husband,unopposed,vacant,reservation_raw,script,printings_agree,notification,source_pdf
Bhiwani,Bawani Khera,7,Bhaini Jatan,7,Other than Woman,NONE,0,Naveen Kumar,Maha Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,7,Bhaini Jatan,8,Other than Woman,NONE,0,Pardeep,Mahender,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,1,Other than Woman,NONE,0,Rammehar,Subh Ram,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,2,Other than Woman,NONE,0,Kamal Singh,Mahavir Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,3,SC Woman,SC,1,Rekha,Rajesh,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,4,Other than Woman,NONE,0,Jaipal,Ramkishan,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,5,Other than Woman,NONE,0,Banshi Lal,Dayanand,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,6,Other than Woman,NONE,0,Rajesh Kumar,Balwan Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,7,Woman,NONE,1,Lalita Rani,Sunil Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,8,BC-A Other than Woman,BC_A,0,Vacant,,0,1,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,9,Woman,NONE,1,Sonia,Balwan,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,10,SC Woman,SC,1,Kailash Devi,Surender,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,11,SC Other than Woman,SC,0,Ranvir Singh,Phool Singh,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,8,Bhurtana,12,SC Other than Woman,SC,0,Satish,Jugti Ram,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,1,Other than Woman,NONE,0,Krishan Kumar,Attar Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,2,Other than Woman,NONE,0,Deepchand,Kishanlal,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,3,Other than Woman,NONE,0,Surender Kumar,Sher Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,4,Woman,NONE,1,Sumitra Rani,Sanjay Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,5,SC Other than Woman,SC,0,Ramesh Kumar,Sita Ram,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,6,Woman,NONE,1,Sushila Rani,Jai Singh,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,7,Other than Woman,NONE,0,Parhlad Singh,Jai Lal,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,8,SC Woman,SC,1,Vacant,,0,1,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,9,Bohal,9,BC-A Other than Woman,BC_A,0,Sanjay Kumar,Net Ram,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,1,Other than Woman,NONE,0,Sunil,Mangtu Ram,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,2,Woman,NONE,1,Sushila,Shyam Lal,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,3,BC-A Other than Woman,BC_A,0,Sonu Kumar,Ramniwash,0,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,4,SC Woman,SC,1,Savitri,Satpal,0,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,5,Woman,NONE,1,Sheetal Kumari,Subhsah,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,6,Other than Woman,NONE,0,Amit,Jagdish,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,10,Chortapur,7,Other than Woman,NONE,0,Manbir Kumar,Dharmpal,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,1,SC Woman,SC,1,Janta Devi,Dilbag Singh,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,2,SC Other than Woman,SC,0,Babita,Narender,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,3,SC Other than Woman,SC,0,Bintu,Hazari,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,4,Other than Woman,NONE,0,Satish,Sultan Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,5,Other than Woman,NONE,0,Satish,Dharmpal,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,6,Woman,NONE,1,Manju,Nihal Singh,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,7,Other than Woman,NONE,0,Meenu,Sonu,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,8,BC-A Other than Woman,BC_A,0,Raj Rani,Mukesh,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,11,Dhani Kushal,9,Woman,NONE,1,Mamta,Bhajan Lal,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,1,Woman,NONE,1,Krishna,Ashok Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,2,Other than Woman,NONE,0,Surender,Krishan,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,3,Other than Woman,NONE,0,Ravinder,Sawar Lal,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,4,Woman,NONE,1,Asha Rani,Anup Singh,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,5,Other than Woman,NONE,0,Rajender Singh,Rambhagat,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,6,Woman,NONE,1,Suman,Vinod,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,7,Other than Woman,NONE,0,Rohtash,Fakirchand,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,8,SC Other than Woman,SC,0,Sunil,Ramniwas,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,9,BC-A Other than Woman,BC_A,0,Balwan,Anil,0,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,10,SC Other than Woman,SC,0,Harish,Sant Lal,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,11,SC Woman,SC,1,Guddi Devi,Gulmed,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,12,Woman,NONE,1,Renu,Parveen Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,12,Durjanpur,13,Other than Woman,NONE,0,Sunil,Mahabir,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,1,Other than Woman,NONE,0,Ramesh Kumar,Roopchand,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,2,Other than Woman,NONE,0,Deepak,Ram Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,3,Other than Woman,NONE,0,Roop Singh,Vir Singh,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,4,Woman,NONE,1,Nirmla,Sunil,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,5,Other than Woman,NONE,0,Jitender Kumar,Gurdas,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,6,Woman,NONE,1,Mamta,Jony Verma,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,7,BC-A Other than Woman,BC_A,0,Vacant,,0,1,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,8,SC Woman,SC,1,Lavanta Kumari,Ajit Singh,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,9,SC Woman,SC,1,Santosh,Subhash,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,10,SC Other than Woman,SC,0,Vinod Kumar,Dharmbir,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,11,SC Other than Woman,SC,0,Surender Kumar,Ram Kumar,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,12,SC Other than Woman,SC,0,Manju Rani,Tilak Raj,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,13,SC Other than Woman,SC,0,Pink Raj,Kali Ram,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,13,Jamalpur,14,SC Woman,SC,1,Babli,Kuldeep,0,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,1,SC Other than Woman,SC,0,Anil Kumar,Satbir Singh,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,2,Other than Woman,NONE,0,Deepak Kumar,Shyam Lal,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,3,BC-A Other than Woman,BC_A,0,Dharampal,Maru Ram,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,4,Other than Woman,NONE,0,Dinesh Kumar,Rajender Parshad,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,5,SC Other than Woman,SC,0,Sumit Kumar,Ashok Kumar,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,6,SC Woman,SC,1,Pooja,Sube Singh,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,7,SC Woman,SC,1,Saroj,Jitender,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,8,SC Other than Woman,SC,0,Sandeep Kumar,Jile Singh,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,9,Woman,NONE,1,Sunita,Dharmvir,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,10,SC Other than Woman,SC,0,Kavita,Sukhbir,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,11,SC Woman,SC,1,Sumanbala,Sonu,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,12,Woman,NONE,1,Sudesh Devi,Rajender Singh,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,13,Other than Woman,NONE,0,Puran Yadav,Rohtash,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,14,Jamalpur II,14,SC Other than Woman,SC,0,Vacant,,0,1,Unreserved Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,1,Other than Woman,NONE,0,Ombir,Umed Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,2,BC-A Other than Woman,BC_A,0,Sunil Kumar,Subhash Chander,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,3,SC Woman,SC,1,Pushpa,Santlal,0,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,4,Woman,NONE,1,Rekha,Rambir,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,5,Other than Woman,NONE,0,Surender Kumar,Dayanand,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,6,Other than Woman,NONE,0,Kapoor Singh,Tara Chand,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,15,Jeeta Kheri,7,Woman,NONE,1,Mukesh,Satbir,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,1,Other than Woman,NONE,0,Kavita,Omparkash,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,2,Other than Woman,NONE,0,Asha,Sanjay,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,3,BC-A Other than Woman,BC_A,0,Sunder Devi,Satyawan,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,4,Other than Woman,NONE,0,Umed Singh,Phool Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,5,Woman,NONE,1,Sunita,Mandeep,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,6,Woman,NONE,1,Suman Bala,Ramkumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,7,SC Woman,SC,1,Suman,Anil,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,8,SC Other than Woman,SC,0,Ashok,Ram Singh,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,16,Jeeta Kheri,9,SC Other than Woman,SC,0,Rajdulari,Sukhbir,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,1,SC Other than Woman,SC,0,Manjeet Singh,Rajmal Singh,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,2,SC Other than Woman,SC,0,Bhim Singh,Gotam Daas,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,3,SC Woman,SC,1,Pooja,Sunder Lal,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,4,Woman,NONE,1,Radha Devi,Tekchand,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,5,BC-A Other than Woman,BC_A,0,Rajmal,Ramparshad,0,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,6,SC Other than Woman,SC,0,Satbir,Khanchand,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,7,SC Woman,SC,1,Sunita Rani,Mahender,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,8,SC Woman,SC,1,Rajni Bala,Vikram Chand,0,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,9,Woman,NONE,1,Manisha,Dyanand,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,10,Other than Woman,NONE,0,Laxman Daas,Bhagwan Daas,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,11,SC Other than Woman,SC,0,Jitender Singh,Omparkash,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,12,SC Woman,SC,1,Geeta Rani,Amit Kumar,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,13,SC Other than Woman,SC,0,Sanjay,Budh Ram,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,14,SC Other than Woman,SC,0,Ravina,Amit Kumar,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,15,Other than Woman,NONE,0,Sombir,Rishal Singh,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,17,Kirawar,16,Other than Woman,NONE,0,Rajesh Kumar,Rajmal,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,1,Woman,NONE,1,Birender Singh,,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,2,Other than Woman,NONE,0,Omparkash,Ram Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,3,BC-A Other than Woman,BC_A,0,Nasib,Ramsawroop,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,4,Other than Woman,NONE,0,Hariom,Suresh Kumar,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,5,Other than Woman,NONE,0,Sandeep Kumar,Ranbir Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,6,Other than Woman,NONE,0,Sunil,Kashmir Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,7,Other than Woman,NONE,0,Baljit Singh,Hoshiyar Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,8,Other than Woman,NONE,0,Suresh,Gulab Singh,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,9,Woman,NONE,1,Anita,Sushil Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,10,Woman,NONE,1,Priya Darshni,Birender,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,11,Other than Woman,NONE,0,Wazir Singh,Sardanand,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,12,Woman,NONE,1,Santosh,Surender,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,18,Kungar,13,Woman,NONE,1,Savita,Sunil Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,1,BC-A Other than Woman,BC_A,0,Bijender,Krishan Kumar,1,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,2,SC Woman,SC,1,Vacant,,0,1,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,3,SC Other than Woman,SC,0,Karam Singh,Rameshwar,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,4,SC Woman,SC,1,Kiran Bala,Charat,1,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,5,SC Other than Woman,SC,0,Samer,Dhoop Singh,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,6,SC Other than Woman,SC,0,Madan Lal,Pahalda Ram,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,7,Other than Woman,NONE,0,Ishwer,Ramchander,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,8,Woman,NONE,1,Anju Devi,Satish,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,9,Other than Woman,NONE,0,Ajesh,Rajbir,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,10,Woman,NONE,1,Renu,Vikash,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,19,Kungar,11,Other than Woman,NONE,0,Kuldeep,Gugan Ram,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,1,Woman,NONE,1,Lalita,Jitender,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,2,Other than Woman,NONE,0,Vacant,,0,1,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,3,Other than Woman,NONE,0,Sandeep,Fakir Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,4,Other than Woman,NONE,0,Pawan Kumar,Suresh Kumar,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,5,Other than Woman,NONE,0,Sajjan Kumar,Shri Krishan Sharma,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,6,Other than Woman,NONE,0,Omparkash,Mala Ram,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,7,Other than Woman,NONE,0,Rati Ram,Lal Chand,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,8,Other than Woman,NONE,0,Rajesh Singh,Mahabir Singh,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,9,Woman,NONE,1,Darshana,Bharat,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,10,SC Other than Woman,SC,0,Madan Singh,Phool Singh,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,11,Other than Woman,NONE,0,Basant,Ratan Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,12,SC Other than Woman,SC,0,Raj Kumar,Surat Singh,1,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,13,SC Woman,SC,1,Indrawati,Chiranji Lal,0,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,14,Woman,NONE,1,Kamla Devi,Vijay Singh,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,15,Woman,NONE,1,Geeta,Vijay Singh,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,16,SC Other than Woman,SC,0,Narender,Rajbir,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,17,Woman,NONE,1,Deepak,Manoj,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,18,SC Woman,SC,1,Meena,Virender,0,0,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,19,Other than Woman,NONE,0,Suresh Kumar,Jile Singh,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,20,Lohari Jattu,20,SC Other than Woman,SC,0,Karan Singh,Sube Singh,1,0,Backward Class Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,1,SC Woman,SC,1,Vacant,,0,1,Scheduled Caste (Women),latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,2,Other than Woman,NONE,0,Virender Singh,Ramsawroop,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,3,Woman,NONE,1,Babita,Satbir Singh,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,4,Other than Woman,NONE,0,Poonam,Rajender,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,5,Woman,NONE,1,Poonam Yadav,Anoop,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,6,SC Other than Woman,SC,0,Naresh Kumar,Ramkishan,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,7,Woman,NONE,1,Reena Kumari,Pawan Kumar,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,8,Other than Woman,NONE,0,Chander Bhan,Santu,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,9,Other than Woman,NONE,0,Suresh Kumar,Hawa Singh,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,10,Woman,NONE,1,Sheelawanti,Dharambir,0,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,11,BC-A Other than Woman,BC_A,0,Naresh Kumar,Mani Ram,0,0,Backward Class,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,12,Other than Woman,NONE,0,Suresh Kumar,Ramkishan,0,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,21,Milakpur,13,SC Other than Woman,SC,0,Ramesh,Chandi Ram,0,0,Scheduled Caste,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,22,Paposa,1,Woman,NONE,1,Snehlta,Naresh Kumar,1,0,Women,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,22,Paposa,2,Other than Woman,NONE,0,Mahabir Singh,Abhey Ram,1,0,Unreserved,latin,,2007,Bhiwani.pdf
Bhiwani,Bawani Khera,22,Paposa,3,BC-A Other than Woman,BC_A,0,Virender Kumar,Sunder Singh,1,0,Backward Class,latin,,2007,Bhiwani.pdf
